mode: atomic
modemcheck-client/cloud_client.go:28.45,30.2 1 1
modemcheck-client/updater.go:470.74,474.3 3 0
modemcheck-client/updater.go:474.8,476.3 1 0
modemcheck-client/updater.go:479.2,484.16 5 0
modemcheck-client/updater.go:484.16,487.3 2 0
modemcheck-client/updater.go:489.2,493.16 4 0
modemcheck-client/updater.go:493.16,496.3 2 0
modemcheck-client/updater.go:497.2,499.38 2 0
modemcheck-client/updater.go:499.38,502.3 2 0
modemcheck-client/updater.go:505.2,506.23 2 0
modemcheck-client/updater.go:506.23,508.70 1 0
modemcheck-client/updater.go:508.70,511.4 2 0
modemcheck-client/updater.go:514.3,515.32 2 0
modemcheck-client/updater.go:515.32,516.36 1 0
modemcheck-client/updater.go:516.36,518.5 1 0
modemcheck-client/updater.go:521.3,521.33 1 0
modemcheck-client/updater.go:521.33,524.4 2 0
modemcheck-client/updater.go:527.3,527.34 1 0
modemcheck-client/updater.go:528.8,531.69 2 0
modemcheck-client/updater.go:531.69,534.4 2 0
modemcheck-client/updater.go:535.3,535.38 1 0
modemcheck-client/updater.go:538.2,546.16 5 0
modemcheck-client/updater.go:546.16,549.38 2 0
modemcheck-client/updater.go:549.38,552.4 2 0
modemcheck-client/updater.go:553.8,553.26 1 0
modemcheck-client/updater.go:553.26,556.3 2 0
modemcheck-client/updater.go:559.2,559.36 1 0
modemcheck-client/updater.go:559.36,562.3 2 0
modemcheck-client/updater.go:565.2,566.39 2 0
modemcheck-client/updater.go:566.39,567.49 1 0
modemcheck-client/updater.go:567.49,569.26 2 0
modemcheck-client/updater.go:569.26,571.5 1 0
modemcheck-client/updater.go:572.4,573.56 2 0
modemcheck-client/updater.go:577.2,578.22 2 0
modemcheck-client/updater.go:585.83,590.16 3 0
modemcheck-client/updater.go:590.16,592.3 1 0
modemcheck-client/updater.go:595.2,596.16 2 0
modemcheck-client/updater.go:596.16,598.3 1 0
modemcheck-client/updater.go:603.2,611.20 5 0
modemcheck-client/updater.go:611.20,614.3 2 0
modemcheck-client/updater.go:618.2,618.59 1 0
modemcheck-client/updater.go:618.59,621.3 2 0
modemcheck-client/updater.go:622.2,627.60 3 0
modemcheck-client/updater.go:627.60,630.3 2 0
modemcheck-client/updater.go:631.2,636.58 3 0
modemcheck-client/updater.go:636.58,639.3 2 0
modemcheck-client/updater.go:640.2,647.16 3 0
modemcheck-client/updater.go:647.16,651.21 3 0
modemcheck-client/updater.go:651.21,654.4 2 0
modemcheck-client/updater.go:655.3,656.17 2 0
modemcheck-client/updater.go:660.2,669.16 3 0
modemcheck-client/updater.go:669.16,672.3 2 0
modemcheck-client/updater.go:675.2,675.30 1 0
modemcheck-client/updater.go:675.30,678.3 2 0
modemcheck-client/updater.go:680.2,680.21 1 0
modemcheck-client/updater.go:680.21,682.3 1 0
modemcheck-client/updater.go:682.8,684.3 1 0
modemcheck-client/updater.go:688.2,688.31 1 0
modemcheck-client/updater.go:688.31,689.49 1 0
modemcheck-client/updater.go:689.49,692.4 2 0
modemcheck-client/updater.go:697.2,698.56 2 0
modemcheck-client/updater.go:698.56,701.3 2 0
modemcheck-client/updater.go:702.2,708.58 3 0
modemcheck-client/updater.go:708.58,711.3 2 0
modemcheck-client/updater.go:712.2,716.55 2 0
modemcheck-client/updater.go:716.55,719.75 2 0
modemcheck-client/updater.go:719.75,723.4 1 0
modemcheck-client/updater.go:724.3,725.79 2 0
modemcheck-client/updater.go:729.2,744.12 6 0
modemcheck-client/updater.go:749.54,757.16 5 0
modemcheck-client/updater.go:757.16,759.3 1 0
modemcheck-client/updater.go:760.2,763.16 3 0
modemcheck-client/updater.go:763.16,765.3 1 0
modemcheck-client/updater.go:766.2,768.38 2 0
modemcheck-client/updater.go:768.38,770.3 1 0
modemcheck-client/updater.go:773.2,774.16 2 0
modemcheck-client/updater.go:774.16,776.3 1 0
modemcheck-client/updater.go:777.2,783.16 4 0
modemcheck-client/updater.go:783.16,785.3 1 0
modemcheck-client/updater.go:788.2,788.38 1 0
modemcheck-client/updater.go:788.38,791.3 2 0
modemcheck-client/updater.go:793.2,793.12 1 0
modemcheck-client/updater.go:799.37,807.18 3 1
modemcheck-client/updater.go:808.15,809.19 1 1
modemcheck-client/updater.go:810.13,811.19 1 0
modemcheck-client/updater.go:817.2,819.16 2 1
modemcheck-client/updater.go:820.17,822.60 1 0
modemcheck-client/updater.go:823.57,825.56 1 1
modemcheck-client/updater.go:826.10,828.56 1 0
modemcheck-client/updater.go:831.2,831.21 1 1
modemcheck-client/updater.go:836.29,838.16 2 0
modemcheck-client/updater.go:838.16,840.3 1 0
modemcheck-client/updater.go:843.2,846.31 2 0
modemcheck-client/updater.go:846.31,854.37 5 0
modemcheck-client/updater.go:854.37,856.4 1 0
modemcheck-client/updater.go:858.3,858.13 1 0
modemcheck-client/updater.go:863.2,863.86 1 0
